system:index,classification,.geo
1_1_439,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.009175883075781,5.982973172633151]}"
1_1_440,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-8.515273105684882,6.568650790900845]}"
1_1_441,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.39143427741661,5.18239682711623]}"
1_1_442,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.035810072207317,6.69528902178808]}"
1_1_443,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.58063263859213,5.493976705917868]}"
1_1_444,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.948404723976225,6.839585992116392]}"
1_1_445,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.378784398229715,7.318306671619572]}"
1_1_446,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.3270086903490657,7.424639248178652]}"
1_1_447,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.340050470413338,6.696143090647434]}"
1_1_448,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.661920639437595,6.631811390750919]}"
1_1_449,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.695154666971718,6.27589134289866]}"
1_1_450,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.9427196721333964,6.406400418160711]}"
1_1_451,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.115037948211679,7.465528777524505]}"
1_1_452,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.5086626222664625,5.849323508203959]}"
1_1_453,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.366432645349739,5.414218089477708]}"
1_1_454,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.770509156501965,6.002641769265434]}"
1_1_455,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.387488492906961,6.898733808800245]}"
1_1_456,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.5098337923924126,5.767493477903784]}"
1_1_457,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.02626801204162,6.065597241766759]}"
1_1_458,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.4024771481968425,5.24557593195693]}"
1_1_459,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.45207198027331,5.765305062348809]}"
1_1_460,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.138295167037244,5.419582328056944]}"
1_1_461,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.5013266433662698,6.357631007284928]}"
1_1_462,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.037323483901413,6.8532045218224535]}"
1_1_463,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.056338421809842,4.986287889326861]}"
1_1_464,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.870800752374114,5.584396157131219]}"
1_1_465,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.129494869428729,7.708472449817201]}"
1_1_466,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.3186337677746485,6.188819347606534]}"
1_1_467,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.226532488986178,6.55946030471468]}"
1_1_468,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.359938588901756,7.382886089769671]}"
1_1_469,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.4818191390818685,4.996327255233315]}"
1_1_470,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.424023096250734,4.818400766844274]}"
1_1_471,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.076056679655738,7.580410081572688]}"
1_1_472,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.635370690381794,5.67230452677578]}"
1_1_473,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.252271162428358,5.865434348737012]}"
1_1_474,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.880222461156013,6.5603901158862845]}"
1_1_475,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.333812631123706,6.119454773666832]}"
1_1_476,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.921509233564201,7.255109571009737]}"
1_1_477,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.892493668229103,5.555250255793678]}"
1_1_478,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.304005030615329,6.4591004805931584]}"
1_1_479,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.12436341561802,7.176122200402379]}"
1_1_480,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.252598968179613,5.440023089225468]}"
1_1_481,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.4235131280446325,5.755213983090438]}"
1_1_482,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.811118229755181,5.702133749403672]}"
1_1_483,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.009191990074051,6.014851396997199]}"
1_1_484,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.574199534439349,5.314502070822188]}"
1_1_485,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.075452431564282,6.952183906943859]}"
1_1_486,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.696138899909087,6.897109039072678]}"
1_1_487,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-8.093581100155664,7.091899611574335]}"
1_1_488,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.170308472098097,6.571171347497563]}"
1_1_489,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.912813091572053,7.063317932103654]}"
1_1_490,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-2.909053885298025,5.4250975378521185]}"
1_1_491,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.055742904273115,5.0355634885266465]}"
1_1_492,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.395061214897973,7.362301875195622]}"
1_1_493,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.460029674268541,6.765082042695149]}"
1_1_494,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.0368934670604815,5.7220078939568975]}"
1_1_495,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.779435865830425,6.127674376433613]}"
1_1_496,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.596090628626364,6.9192357750967055]}"
1_1_497,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.656447148997282,6.613927745061341]}"
1_1_498,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.29202468853306,6.947742056057695]}"
1_1_499,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.722979489926044,5.473771500472276]}"
1_1_500,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.539286851737639,6.071366474941381]}"
1_1_501,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.914181636920893,6.800584473730969]}"
1_1_502,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.594351671232728,5.884829170450031]}"
1_1_503,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.745225825650128,5.878317544945816]}"
1_1_504,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.503687771215947,5.8672082140801]}"
1_1_505,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.861563706539331,6.039554477560176]}"
1_1_506,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.336521632502994,5.717083743172301]}"
1_1_507,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.6236810606657635,6.33514101542514]}"
1_1_508,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.459235503463281,5.646421905968986]}"
1_1_509,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.655961052005527,5.445655213252142]}"
1_1_510,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.282905808696202,7.512374502729867]}"
1_1_511,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.0236082554803,6.159958302466847]}"
1_1_512,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.173567147761113,6.536831008758118]}"
1_1_513,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.170939228594945,6.982680949774487]}"
1_1_514,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.465465319405457,5.809758409753445]}"
1_1_515,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-8.318621279559974,6.681582205819699]}"
1_1_516,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-8.443564565455947,6.582676814640607]}"
1_1_517,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.68131037068903,5.480700776050163]}"
1_1_518,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.50400273861353,6.355144543512795]}"
1_1_519,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.657664121584321,7.146620489713029]}"
1_1_520,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.97136926729141,6.4778872151190345]}"
1_1_521,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.635798760923911,5.68911553032047]}"
1_1_522,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.301717443926425,5.961721467401779]}"
1_1_523,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.123735114263396,5.665554716205706]}"
1_1_524,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.862609574465954,6.320422860380536]}"
1_1_525,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.533427771618276,5.414422949867987]}"
1_1_526,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.709966564509862,6.51540857229606]}"
1_1_527,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.286565783241321,5.183154617215246]}"
1_1_528,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.213138427234531,6.322152748805372]}"
1_1_529,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.273831337756324,7.177872651470406]}"
1_1_530,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.7008796516591485,6.498001837721326]}"
1_1_531,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.876418323832777,6.924046175256087]}"
1_1_532,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.934379750654814,5.5825994551903575]}"
1_1_533,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.951610327889809,6.1228405104289685]}"
1_1_534,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.232503974449524,6.764511278142894]}"
1_1_535,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.044808468720044,7.398318947800498]}"
1_1_536,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.237582301023769,6.368041540737608]}"
1_1_537,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-2.9385666249559748,5.476666242329178]}"
1_1_538,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.974203757825186,5.568994215786385]}"
1_1_539,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.363108039184616,4.879665772735997]}"
1_1_540,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.241336195110957,5.939290020328014]}"
1_1_541,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.2942752388439756,6.652919587911768]}"
1_1_542,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.182179272219078,7.012334028978456]}"
1_1_543,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.016452657836219,7.526406915292427]}"
1_1_544,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.777545724025956,5.279979357956749]}"
1_1_545,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.995972687695916,6.189384853244315]}"
1_1_546,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.358227275403551,8.4120333043029]}"
1_1_547,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.73837788993681,6.5298771488475325]}"
1_1_548,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.5740214648339346,6.519021634879526]}"
1_1_549,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.0921276408860034,5.583762959827467]}"
1_1_550,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-8.00184259057937,6.881019504938795]}"
1_1_551,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.950619674991124,5.122673467283693]}"
1_1_552,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.555498740927076,6.428181302305157]}"
1_1_553,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.076632438008283,5.992626133376756]}"
1_1_554,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.7385068440480715,7.787354574194085]}"
1_1_555,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.692117841630433,6.568623640286054]}"
1_1_556,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.246314851693136,4.923104859240325]}"
1_1_557,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.589978164748252,6.426700038499446]}"
1_1_558,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.08931858634753,7.273750095210465]}"
1_1_559,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.120615927191337,5.10535764601509]}"
1_1_560,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.990965505750106,6.48539494129277]}"
1_1_561,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.6679197057151445,7.736875311740323]}"
1_1_562,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.601566625684083,6.551128085628313]}"
1_1_563,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.805254519658972,6.468802714424733]}"
1_1_564,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.3830703056645195,6.559052992076008]}"
1_1_565,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.295386765587864,6.607400463725361]}"
1_1_566,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.905914607127938,6.806499555260104]}"
1_1_567,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.9471187942755686,7.622381974286087]}"
1_1_568,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.051425689884798,7.6148295514021624]}"
1_1_569,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.013155178294672,5.96813554959603]}"
1_1_570,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.792032577270752,6.810702015401866]}"
1_1_571,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.5332660414439125,5.658304703500022]}"
1_1_572,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.9144857719747073,6.593412046489741]}"
1_1_573,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.228686897222964,7.310155438331258]}"
1_1_574,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.9080844298210335,5.698467749859588]}"
1_1_575,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.126592338814866,6.1540772192161395]}"
1_1_576,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.2402933109113,6.150451402913093]}"
1_1_577,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.8341702191139815,4.833901360742025]}"
1_1_578,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.923908257367042,6.082971227905175]}"
1_1_579,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.673110279189114,6.8233698993059395]}"
1_1_580,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.491564236579367,5.6011495252166466]}"
1_1_581,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.301173830375877,5.045803406466496]}"
1_1_582,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.424896364873381,7.372188148536012]}"
1_1_583,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.075153752657241,7.092888876991663]}"
1_1_584,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.2464215714048885,5.4880602893175965]}"
1_1_585,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.44490557423418,7.170371859224687]}"
1_1_586,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.728264386934456,6.349794288335944]}"
1_1_587,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.219420014268902,6.384292478498259]}"
1_1_588,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.26868616347548,4.761381753544427]}"
1_1_589,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.956520537567361,5.990848463617889]}"
1_1_590,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-8.400480024424695,6.604401612290647]}"
1_1_591,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.813636992033085,7.143618482001128]}"
1_1_592,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.583255967126553,5.432691765187257]}"
1_1_593,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.810139608391698,6.095076500194714]}"
1_1_594,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.748032112339392,6.450679093815818]}"
1_1_595,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.2841636725403225,6.312877257587187]}"
1_1_596,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.540622456159248,6.456636374981747]}"
1_1_597,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.168293215538988,5.9124349594677215]}"
1_1_598,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.593887017055429,5.452755510596271]}"
1_1_599,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.333429227296028,6.817925724769183]}"
1_1_600,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.322035162469551,6.256171572981553]}"
1_1_601,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.993767110807886,7.47823478431871]}"
1_1_602,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.243652722210314,6.3939105900663185]}"
1_1_603,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.275809702107851,6.43935378392824]}"
1_1_604,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.89379646787443,7.372757473655861]}"
1_1_605,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.592348910781444,6.189035232830976]}"
1_1_606,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.34066407047673,5.862942763670713]}"
1_1_607,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.938602402122601,6.26544495249022]}"
1_1_608,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.108449404960208,6.489911839651877]}"
1_1_609,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.412813651564704,5.39379041121739]}"
1_1_610,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.7863568845709406,6.886796599509864]}"
1_1_611,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.745228176233056,5.809992193800125]}"
1_1_612,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.871790276774061,4.882338265343987]}"
1_1_613,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.239596326268722,6.352335970855237]}"
1_1_614,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.423130164568438,5.133122549069596]}"
1_1_615,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.834291914112836,5.717866162027128]}"
1_1_616,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.824229759856589,5.882757657917769]}"
1_1_617,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.510556587098842,5.685065171195684]}"
1_1_618,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.442760061084224,6.606979868701142]}"
1_1_619,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.903289836911447,6.559713855390911]}"
1_1_620,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.49108390430254,6.068601726282295]}"
1_1_621,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.973218122568537,6.239191916212527]}"
1_1_622,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.7473473106562265,6.337628364905402]}"
1_1_623,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.703570944373453,6.668654520072074]}"
1_1_624,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.142580723451415,7.385238707076016]}"
1_1_625,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.990631062921078,5.702381198303314]}"
1_1_626,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.134336351209022,5.710107088441344]}"
1_1_627,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.291878632572067,6.210932795279502]}"
1_1_628,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.432733726241497,6.589720748154876]}"
1_1_629,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.851338317605176,6.380509790528542]}"
1_1_630,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.932900641934698,5.68316348786673]}"
1_1_631,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.9403803421983605,5.717366800805979]}"
1_1_632,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.690771137707621,7.509907364819574]}"
1_1_633,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.890346246214399,7.111936706907234]}"
1_1_634,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.042905502667418,6.922925852796015]}"
1_1_635,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.251789173817602,5.781710356192435]}"
1_1_636,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.28323421247473,5.945798922023333]}"
1_1_637,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.149527547223096,5.946697267761139]}"
1_1_638,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.12675106188136,6.559685403803212]}"
1_1_639,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.003923515776963,5.436249962016545]}"
1_1_640,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.446598953230978,6.5972903187168335]}"
1_1_641,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.638457513896062,6.760912641544112]}"
1_1_642,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.186738188916135,7.31364000327707]}"
1_1_643,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.865856789980326,4.691286881805082]}"
1_1_644,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.430940923806302,6.077898018042241]}"
1_1_645,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.556337292826602,6.55514866085036]}"
1_1_646,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.401003843213229,7.571096212719315]}"
1_1_647,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.596105584197658,5.898567570134065]}"
1_1_648,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.620224777963832,6.93067426716301]}"
1_1_649,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.3228404764559585,6.384218079725089]}"
1_1_650,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.794060276406424,7.599305398222476]}"
1_1_651,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.210635558216995,6.886028766643875]}"
1_1_652,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.32098910276671,5.352299045628213]}"
1_1_653,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.986064007073771,4.972188409471619]}"
1_1_654,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.785313342122813,5.041167015135676]}"
1_1_655,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.11175798169783,6.941171299930116]}"
1_1_656,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.749626206754627,6.913978888618284]}"
1_1_657,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.59210359338532,6.357173214387961]}"
1_1_658,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.4753066384365137,7.121479252003107]}"
1_1_659,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.158030856735117,5.947902068263429]}"
1_1_660,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.1502901424924135,5.5071398319186535]}"
1_1_661,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.729139981550839,6.317872978809447]}"
1_1_662,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.105400990026095,6.475221659271435]}"
1_1_663,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.050975045018652,7.199919069027247]}"
1_1_664,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.896755470725932,6.682905701905152]}"
1_1_665,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.348573793056457,6.8728062061174064]}"
1_1_666,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.7898182281923525,6.69339292411534]}"
1_1_667,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.832929243922201,5.63902747628033]}"
1_1_668,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.9464895545581777,6.68000241754112]}"
1_1_669,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.8950798997325675,6.470748750150506]}"
1_1_670,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.726668907617301,6.647884594669598]}"
1_1_671,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.0179126964634104,7.781793926799008]}"
1_1_672,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.8475386271021765,6.899558718783252]}"
1_1_673,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.972175160813804,6.6616476718761355]}"
1_1_674,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.148282572403256,6.22527398934182]}"
1_1_675,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.262347543567977,6.863389298970959]}"
1_1_676,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.258770918278033,6.169049409538278]}"
1_1_677,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.3341476892981303,7.027436105152206]}"
1_1_678,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.842501504370795,6.802238519641933]}"
1_1_679,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.357081410594886,7.01245532043064]}"
1_1_680,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.503989066869767,7.052823436167364]}"
1_1_681,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.766414847735719,7.740078085171978]}"
1_1_682,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.959700870605569,7.682100892073635]}"
1_1_683,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.660714320242996,6.647331630626413]}"
1_1_684,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.705156008714672,5.342978874522347]}"
1_1_685,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-8.052768706964486,6.393853620810417]}"
1_1_686,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.532725247724503,5.637633599288909]}"
